label,text
Not Violence,RT @FePaesLeme: E disseram que nada adiantava ir p/ as ruas sem um foco...São Tantos! É só apertar que eles recuam! Continuemos! #PEC37 já …
VeryHight,"RT @cbnrio: Bom dia! Polícia faz operação no Complexo do Viradouro, em Santa Rosa, Niterói. Houve tiroteio. Evite a estrada da Garganta!"
Not Violence,"@bapthais_ ol\u00e1, Tha\u00eds! sabe dizer onde em Duque de Caxias?"
Not Violence,"RT @AllezPortoAllez: Nuno Espirito Santo: ""Plano cumprido, vamos ver o que acontece amanhã"""
Not Violence,Uma PrincesaCeli Espirito Santo https://t.co/otd92kYlxR
Not Violence,"RT @jairbolsonaro: PT, PSDB, PSOL, PCdoB, REDE, ... desarmaram o povo. Espírito Santo sem policiamento e cidadão desarmado tornam o Estado…"
VeryHight,RT @zjmonedvote: EXERCITO CHEGOU NO ESPIRITO SANTO DIRECTS ON TOP#OneDBestFans
VeryHight,"RT @PadreMiguelNews: Veículo roubado Padre Miguel na Estr. da Água Branca, ajudem divulgar @14BPM_PMERJ @LeiSecaRJ"
VeryHight,pessoal venho informar que a 1 hora atrás teve um assalto aqui na Rua Souza Cruz com a Rua Do Outeiro - Andaraí
VeryHight,"RT @MbMarllon: 🚌 da linha 545, SeropédicaxParacambi acaba de ser assaltado próximo a Dutra em Seropédica."
Not Violence,Locacao: Apartamento Padrão | 3 quartos | 1 suíte | 70 m² | 1 vaga - Rua Deputado Laércio CorteSao Paulo - SP ZAP... https://t.co/HKRLtPek9F
VeryHight,Os policiais estão sendo socorridos no ambulatório dentro da ALERJ. O BPChq está atuando a fim de retomar a ordem no local.
Not Violence,OPORTUNIDADE PARA AUXILIAR DE LABORATÓRIO Ensino médio completo.Residir na Zona Sul será um diferencial. Clique em &gt;&gt;https://t.co/59gNonkbI3
Not Violence,"RT @PMERJ: ������""Acredite em você."" - Robinson Shiba, China in Box.#PMERJ#VamosJuntos #Bomdia https://t.co/sVMKOqGW4f"
Not Violence,"RT @Renascenca: Nuno Espírito Santo. “Era fundamental ganhar este jogo"" https://t.co/UtG700UHhh"
Not Violence,É bom que estaja smp com o óleo novo (ser enchido do Espírito Santo de Deus)
Not Violence,"Segue o comunicado para todos os Pastores da Grande Vitória, do Estado do Espírito Santo.Pedimos ainda aos... https://t.co/Ww9E8R7WXD"
Not Violence,I liked a @YouTube video from @nilmoretto https://t.co/lNvEG0H4s0 O ESPÍRITO SANTO NO PÓS-APOCALIPSE - Ep.909
High,RT @thiagocarioca01: muito tiro no morro da serrinha em madureira. Evitem a regiao da edgar romero... Policia no local.
Not Violence,RT @15MBcn_int: Cartography of an uprising in #Gezi park #Turkey #direngeziparki #rbnews #occupyGezi #vemprarua #brevolution http://t.co/oH…
VeryHight,"H\u00e1 opera\u00e7\u00e3o em S\u00e3o Gon\u00e7alo desde as 6h: na Vila Candoza, Complexo da Alma, Dita, Tronco e Anaia, na regi\u00e3o do J\u00f3quei Clube #RiscoDeTiros"
VeryHight,Favela da Rocinha vive clima de tensão com disputa entre Nem e Rogério 157 - https://t.co/8ftYtHCV4N #GoogleAlerts
Not Violence,"RT @azevedomop: Que Deus proteja todo Espírito Santo!! Tenho amigos por lá, tenho familiares por lá... Tenho FÃS por lá. Cadê a ajuda??"
Not Violence,"RT @PensadoresFalam: ""O desespero muitas vezes ganha batalhas."" (Voltaire) #vemprarua #NaPaz #Brasil #opovoacordou #protesto"
Not Violence,RT @tcristinamacha1: O Espírito Santo está um caos. Cachoeiro entregue a bandidos... e os governantes??? Não se manifestam. Estamos nas mão…
Not Violence,RT @MBLivre: Esquerda defende desmilitarização. Ao lado temos o sonho da esquerda realizado no Espírito Santo. https://t.co/B6qh1yWeXt
Not Violence,RT @ebcnarede: Deputados decidem agora se vão rejeitar ou aprovar a #PEC37. Entenda o que é a proposta http://t.co/9NypMH0cYH
Not Violence,RT @neyizidro: #DilmaVeteOAtoMedico faça igual a #PEC37 veta acaba com esse absurdo
Not Violence,RT @joaofreitas_7: Isto hoje foi jogo para católicos Espírito Santo vs Jesus �� #FCPSCP
VeryHight,"Tiros no Mandela, em Manguinhos (20:59) #TirosRJ"
VeryHight,"Tiros na regi\u00e3o do Buraco Quente, Mangueira. Rua Visconde de Niter\u00f3i encontra-se fechada (09:13) #TirosRJ"
Not Violence,Só de pensar que tenho que ir na Rocinha semana que vem Bate medo
VeryHight,Tiros na Pra\u00e7a Seca (20:30) #TirosRJ
VeryHight,RT @dexmagazine: UPDATE: ESPIRITO SANTO - MAIS UM VÍDEO CONSEGUIDO: POLICIAIS PRENDEM BANDIDO COM FACA.https://t.co/O1NHtXv9Vc
Not Violence,"#VemPraRua mas de forma ordenada, pacífica e levando a cidadania como base para as reivindicações. Sou parceiro e estamos juntos!VIVAoBRASIL"
Not Violence,@PPaschoalJ @Leisparaquem Minha preocupação é não ver no #VemPraRua essas questões. Parece que parcela importante da população desconhece.
VeryHight,"RT @JornalOGlobo: Vídeo que circula nas redes sociais mostra momento da invasão de traficantes à comunidade da Rocinha, Zona Sul do Rio #Jo…"
VeryHight,Tiros em Anchieta. #TirosRJ (14:55)
VeryHight,Mapa mostra institui\u00e7\u00f5es de ensino municipais que mais fecharam por causa de tiroteios no Rio\u2026 https://t.co/Cf5qDCv0Jr
Not Violence,queria que a @butterfliesari tivesse ido no protesto comigo :( #ChangeBrazil #VemPraRua
Not Violence,RT @aliceferrs: GENTE O NEGÓCIO NÃO TA BRINCADEIRA AQUI NO ESPÍRITO SANTO https://t.co/nSgZlYrcY9
Not Violence,"Todo mundo da Rocinha parou, ele chamou a atenção de todo mundo!."
VeryHight,"RT @Lamberg_T: Atenção, @PMERJ ! Dois indivíduos de moto assaltando na rua Diomedes Trota, altura do PSF, em direção a Itararé. @LeiSecaRJ"
Not Violence,RT @portalR7: Homem vestido de Batman causa polêmica pelas ruas do Espírito Santo https://t.co/pBl0anwjvu #BalançoGeral https://t.co/oByFuS…
Not Violence,@OssiFerreira estou percebendo a satisfação do povo com que esta aí! #mudabrasil
VeryHight,RT @watsonalves: Fiquei sabendo agora a pouco sobre o terror que tá rolando em Espírito Santo. Caos na segurança pública e na... https://t.…
Not Violence,"RT @DJLEOZINHODAZS: HOJE TBM TEM DJ LEOZINHO DA ZONA SUL LA NO BAILE DA GAiOLA ,NA MICARETA DO DJ RENNAN DA PENHA NA EQUIPE SERIE GOLD VA…"
Not Violence,Espírito Santo: acompanhe as notícias da crise da segurança em TEMPO REAL: https://t.co/sbmWESLDHK #G1 https://t.co/gplDLcnHhJ
VeryHight,"Tiros nas imedia\u00e7\u00f5es da Avenida Brasil, altura de Guadalupe (00:40) #TirosRJ"
Not Violence,RT @felipedeps: Isso é uma vergonha! Essa realidade precisa ser mudada! #ForaRenan #ForaSarney #ForaFeliciano http://t.co/pc9g9rEbF7
Not Violence,"@NaniCito99 obrigada, vamos notificar!"
Not Violence,Juciara do Espírito Santo candidata a deusa do Ébano 2017: “Quando eu vi o Ilê me encantei “ https://t.co/LJSxXwfbAH https://t.co/ANs30fHrJY
VeryHight,"RT @Cecillia: Rocinha neste momento: completamente deserta. Toque de recolher foi dado às 17h. 1 hora depois recomeçaram os tiros, que são…"
Not Violence,"~A voz do povo, e a voz de Deus!~ #VemPraRua #OGiganteAcordou #Globo #Brazil #cute #Inkstagram… http://t.co/0xcihXSI0y"
Not Violence,Preocupação só com meus Irmao na Rocinha .
Not Violence,"@GloboNews Espírito Santo é igual minha Paraíba, só aparece na mídia com político pau no cu fazendo vergonha, vai se lascar velho cuzão"
Not Violence,@_lifeisacabaret é vdd!!! #AcordaBrasil
Not Violence,"A Rocinha, no Rio de Janeiro, é a maior comunidade do Brasil e lar da GENTE André Urani que vamos conhecer no... https://t.co/otmyUDv0oG"
Not Violence,RT @Anitta: Rezando para todos os moradores do Espírito Santo
VeryHight,"Motos apreendidas nesta manhã na comunidade do ""Rola"" em Santa Cruz. Área do 27° BPM @LeiSecaRJ"
Not Violence,"RT @ihamma: #MudaBrasil! A hora é agora! Chega de LuLLadrao, pai do mensalão! Chega de poste! Chega de CORRUPÇÃO, INCOMPETÊNCIA e MENTIRAS!…"
Not Violence,RT @Aguiarthur: Chegou a hora!! Vamo com tudo!! As 17h na candelária #Acordabrasil #brasilmostraatuacara #pracimadeles http://t.co/dTbXS0X4…
Not Violence,"Me chame de favela do futuro mano ,drogas só na zona -sul . Aqui vendemos rima! #DaddyChoice #Happy #congratulations"
Not Violence,RT @fgvdapp: Reportagem do #Fantastico mostra mapeamento da @fgvdapp com dados do @fogocruzadoapp sobre escolas afetadas por tiroteios/disp\u2026
Not Violence,RT @pedrinhu_tecix: Alô galera do Espírito Santo Só colocar uma camiseta branca e sair na rua cantando Imagine... Parece que levar flores…
High,"RT @colunaesplanada: BOPE vai subir a Rocinha depois do encerramento do Rock in Rio. Estuda-se o auxílio de tropa de elite do Exército, par…"
Not Violence,"RT @ShawnMendesBRA: Que Deus conforte e proteja a todos que são do Espírito Santo, esperamos que tudo se resolva e melhore o mais rápido po…"
VeryHight,"Tiros no Santo Cristo, nas imedia\u00e7\u00f5es da Rua Moreira Pinto (22:55) #TirosRJ"
VeryHight,Assalto no Shopping Grande Rio acabou em tiroteio h\u00e1 pouco. Chega a 10 o n\u00famero de tiroteios em Shoppings no Rio es\u2026 https://t.co/m6aH47ScGY
Not Violence,poxa policia eu queria tanto ir pra escola amanha mas nao vou poder pq vcs tao de greve valeu espírito santo
Not Violence,RT @chimbica_: O que essa turma que odeia a polícia está esperando para ir para o Espírito Santo #EspiritoSantocaos https://t.co/hKyCglUK…
VeryHight,"RT @PadreMiguelNews: Carro furtado agora em frente a academia Bad Dog na Rua Nilopolis, em Realengo. KYG 1277 Polo Sedan Prata @LeiSecaRJ"
Not Violence,#ACORDABrasil ! ! Se VC tem filhos. Se VC tem netos !Não queremos ditadura ! Nem mordaça. Liberdade SEMPRE.
Not Violence,Lá vou eu pra zona sul dnv ��
Not Violence,#jag tänder på att visa #upp #mig https://t.co/zubhhdUGZ6
Not Violence,RT @baekoxinha: PODE ENTRAR ESPIRITO SANTO https://t.co/UjG3VK5w6p
Not Violence,#vemprarua #vempraruapassos #changebrazil #itsnot20cents #mudabrasil #éissoaí @ Camara Municipal… http://t.co/8Xa9wWplnS
VeryHight,RT @felipeoliver_rj: Olhem as quantidades de projéteis no chão das vielas... #Rocinha https://t.co/JoMyYaDqKY
Not Violence,@tuatialaemcasa Ngm disse nada sobre isso...
Not Violence,"Acabei de ver um vídeo explicando toda a guerra que está acontecendo na Rocinha!! Narcos Rio, vei. Muito louco"
Not Violence,#np tanpa pesan terakhir - seventeen #MPL
Not Violence,@thrubbish eu quero ver esse filme mas só tem sessão na barra/tijuca/zona sul aaaaaAaaaaa
Not Violence,https://t.co/0xtduEriOq
Not Violence,@crf_cahsouza Opa! Agora? Sabe dizer uma refer\u00eancia de rua/bairro?
Not Violence,RT @nandoelpidio: As pessoas estão pensando e falando sobre política. Isso é muito bom. Virou pauta em quase todo lugar. #ProtestaBrasil
Not Violence,"RT @aIanbrado: Luís Fabiano está saqueando lojas no Espírito Santo, e a gente esperando por ele. https://t.co/vKB3zIBW2F"
Not Violence,Recadinho para os deputados #mudaBrasil [photo] https://t.co/sSvdh1msG0
Not Violence,RT @souoferraz: Espírito Santo vs Jesus. Seja o que Deus quiser
VeryHight,H\u00e1 opera\u00e7\u00e3o policial com registro de tiros na Mangueira (09:30) #TirosRJ
Not Violence,@gu_kellermann #vemprarua Por melhor fiscalização da Lei Seca!
Not Violence,RT @fogocruzadoapp: \u00c9 tiro? Proteja-se e notifique no app. Baixe e ajude a montar esse mapa! Android https://t.co/0ngHIga7Ht iOS https://t.\u2026
VeryHight,Persegui\u00e7\u00e3o e Roubo de carga na Est. do Camboat\u00e1 (Guadalupe) acabou em tiroteio h\u00e1 pouco. Ningu\u00e9m foi ferido. Carga foi recuperada (18h37)
Not Violence,"RT @Psicotwirapia: Não pode faltar na #reformapolítica: voto facultativo, voto distrital, limite de salários de eleitos. #vemprarua #mudabr…"
VeryHight,RT @LeiSecaRJ: RT @Leonard57279040: Troca de tiros na Grajaú Jacarepaguá !!!! Trânsito parado sentido Grajaú !!!!
Not Violence,RT @Angellovekat: Oque será da rocinha daqui pra frente ����
Not Violence,@cabelinhomc Zona Sul tá mec demais! Parabéns pelo sucesso. Te amo!
Not Violence,que Deus proteja as pessoas de bem da Rocinha ��
Not Violence,"Não se trata de lulopetismo, tampouco é ameaça, @freire_roberto ! Indague a toda esta rapaziada aqui http://t.co/738rsauC7G &amp; #Vemprarua‼"
Not Violence,RT @whindersson: O EXÉRCITO CHEGOU NOS ESPÍRITO SANTO RECEBIDO COM PALMAS HEHEHEHEH TACA O PAU CARAIIII IRRULLL
VeryHight,RT @leovitor33: há uns 20 minutos vi pessoas sendo assaltadas no ponto de ônibus da unisuam em bonsucesso! eles estavam em um astra prata
Not Violence,RT @juliamagesk: Descaso TOTAL com a população do Espírito Santo!!!!
Not Violence,Seloco mo tristeza esse bang que está acontecendo em Espírito Santo ����
Not Violence,RT @Hugotim1: #timbeta #globo TCU encontra falhas na distribuição de merenda escolar no ES https://t.co/DRTu4xshAF #OperacaoBetaLab #Sigod…
Not Violence,@vagnercostt Beleza! Valeu ;)
VeryHight,RT @LeiSecaRJ: Qui 07:08 RT @pblguedes: tiroteio em Madureira em frente ao mercadão. Escutei na band news.
VeryHight,"Tiroteio e morte na favela da Rocinha! Mas como n é a PM q está atirando nenhum mov. aproveitador tipo ""cadê Amarildo"" apareceu. Hipócritas!"
Not Violence,Por uma manifestação que exija um #ForaDilma
Not Violence,Manifestações no Rio de Janeiro no fim de semana http://t.co/OERV8DNHEt #ProtestoRJ
VeryHight,Atenção! ARRASTÃO PRÓXIMO A UPA DA TAQUARA!!
Not Violence,RT @PMERJ: ��Confira as dicas de segurança que @PMERJ preparou para você que vai ao #RockinRio2017. #ServireProteger �� https://t.co/Z3e5APuX…
Not Violence,"Dilma e todos os políticos perderam a noção do significado das cores da nossa bandeira, mas eu lembro! #mudabrasil http://t.co/hzn2dqGaWT"
Not Violence,Uma loucura do Espírito Santo é que quando Ele te corrige Ele não te julga
High,RT @alertario24hrs: @alinesacosta23 tiros foram ouvidos mais para o lado da mata
VeryHight,"Os tiros no Alem\u00e3o come\u00e7aram as 6h30, no Morro do Adeus. No momento a situa\u00e7\u00e3o est\u00e1 melhor, sem tiros. #TirosRJ https://t.co/JqYW0l76nk"
VeryHight,Tiros no Complexo do Lins. #TirosRJ (17:19)
Not Violence,#Fucked again &amp; again http://t.co/rDsZ9wceqZ #Defaced #ChangeBrazil #FuckDilmaby @hipdead010 &amp; @LulzSecRoot”
Not Violence,"RT @FalaMeBemCrlh: A conferência de JJ foi nojenta... Comparem as duas, a do JJ e a do Espírito Santo"
Not Violence,RT @berriel: a população APLAUDINDO a chegada do exército nas ruas do espirito santo que loucura https://t.co/UpE2sAwoMp
Not Violence,"RT @AdrianaEstevesI: Não preciso ser capixaba pra me solidarizar com o estado do Espírito Santo, basta ser humano! #OEspiritoSantoPedeSocor…"
Not Violence,Mais uma vitória do Povo Brasileiro...#VemPraRua http://t.co/yC93xQ2BAU
High,RT @marpe150: Não adianta pedir ao 31o. BPM! Região da Praça Pimentinha cheia de menores praticando roubos contra pedestres.
VeryHight,RT @hojeemdia: Greve de policiais causa fechamento de escolas e postos de saúde no Espírito Santo. Governo quer exército nas ruas #HojeEmDi…
Not Violence,RT @Chelsearuyanna: @lobastnczn Espírito Santo também!
VeryHight,RT @Barreto_06: Palio preto com 2 suspeitos aterrorizando em itaborai c/ arrastões pelas ruas .
VeryHight,"Polícia e bandidos trocam tiros no Arco Metropolitano, na Baixada Fluminense. PM ainda não informou se houve tentativa de arrastão no local."
Not Violence,"Cheguei da manisfetacão , agora descansar a perna um pouquinho e dps ir pra cama U.U #VemPraRua !! http://t.co/Q2SJFzQk62"
Not Violence,Nuno Espírito Santo: «Equipa campeã começa na constância do trabalho» https://t.co/6JFACtXiBO https://t.co/Z5dzojypBU
Not Violence,Nora blir smutsig #upp på vinden https://t.co/QcPewCkfeR
Not Violence,Rocinha... https://t.co/hgnk1IdOaI
High,"Madureira ta um caos, tem fila de brt até Campinho, nada anda. @AlertaAssaltoRJ @LeiSecaRJ"
Not Violence,#trânsitorj https://t.co/tOfctjdGeG
Not Violence,Rocinha pede paz!
Not Violence,"Veeeeeem, tropa vai invadir a zona sul kkkkkkkk https://t.co/Z8sLadVxll"
Not Violence,Líder do PT na Câmara é contra CPI dos Transportes em SP http://t.co/8KvceME83r ASSIM Q PT COMBATE CORRUPÇÃO!! #ForaDilma #PegaLadrão
Not Violence,Grupo de estudos BJCP Zona Sul... #LateCheck-in... (Prior Tongerlo) https://t.co/UKoPfhrxkA #photo
VeryHight,"Vejo o rosto dele nos outros', diz adolescente vítima de estupro na zona sul de SP; homem foi preso… https://t.co/ck4baObaYn"
Not Violence,@bladepastor http://t.co/3oa3FelA7p#mudabrasil
Not Violence,#VemPraRua ser bacaninha.
VeryHight,RT @PMERJ: ����#PoliciamentoNasRuas - Policiais Militares da #UPP Rocinha estão presentes nas ruas da comunidade. #SempreProntos #PMERJ #Valo…
Not Violence,"RT @esquivafalcao: QUE DEUS PROTEJA O ESTADO DO ESPÍRITO SANTO! Orem por nós! A polícia está em greve, muitos inocentes morrendo, pessoas s…"
Not Violence,"@fernandamoledo Oi, Fernanda. Sabe dizer pr\u00f3ximo a onde?"
Not Violence,Gostei de um vídeo @YouTube de @nilmoretto https://t.co/LXuJHlKVbz O ESPÍRITO SANTO NO PÓS-APOCALIPSE - Ep.909
Not Violence,"RT @RTenfrancais: En proie à des #émeutes, le #Brésil envoie l’armée dans l’Etat d'#EspiritoSanto (IMAGES CHOC) https://t.co/6hcHCL11Na htt…"
Not Violence,Marianne #visar #upp #sina fjärilsformade stringtrosa https://t.co/gajidhT85q
VeryHight,"RT @LeiSecaRJ: Mais alguém informa? RT @robvilela: Intenso tiroteio, desde às 6hs da manhã, em Inhaúma (Complexo do Alemão)."
Not Violence,"RT @bicmuller: Não custa perguntar: ""bandido bom é bandido morto"" também vale para as ""pessoas comuns"" que estão saqueando as lojas do Espí…"
Not Violence,#vemprarua #vempraruapassos #changebrazil #itsnot20cents #mudabrasil @ Camara Municipal Passos MG http://t.co/3UfWjKn2Nf
Not Violence,RT @N_Carvalheira: ❗Juliana Paes com a esposa do traficante Nem da Rocinha https://t.co/4793ef7uUB
Not Violence,"RT @Vnreliquia: Rj está clamando por Paz��! que isso, orem pela rocinha e pelo nosso Rio de Janeiro ����"
High,RT @gloriafperez: Não dá pra entender o silencio em torno do q está acontecendo na Rocinha! Bandidos barbarizando e ngm diz nada!
Not Violence,"@MarceloFreixo Por que vc foi ao Jacarezinho e ainda não foi à Rocinha?? Vc não se mete na briga dos seus amigos, é… https://t.co/dZyv4Uc4Fr"
Not Violence,do apartamentinho de vocês da zona sul não dá pra ver esse tipo de coisa não
Not Violence,"A ÚLTIMA SESSÃO, só mais essa semana na zona sul Theatro Net Copacabana. Bas semanas seguintes… https://t.co/qIVwNzCeyK"
Not Violence,@seirinx 5 meninas gatas por metro quadrado na zona sul néaqui na baixada eh tristevc vai vir p cá?
Not Violence,Gostei de um vídeo @YouTube de @nilmoretto https://t.co/pM4QaKD2Gn O ESPÍRITO SANTO NO PÓS-APOCALIPSE - Ep.909
Not Violence,Desemprego bate recorde e alternativa é ter o próprio negócio https://t.co/ox3VUFix5v
Not Violence,"""Já conseguimos os centavos de volta, agor a queremos os bilhões."" #ChangeBrazil"
Not Violence,Que Deus proteja as crianças da Rocinha
VeryHight,Tiros no Jardim Am\u00e9rica. #TirosRJ (17:28)
Not Violence,"Atualiza\u00e7\u00e3o - Linha Vermelha parcialmente liberada, na altura de Caxias. PM segue no local. #RiscoDeTiros (19:38) https://t.co/0YgE63cCek"
Not Violence,RT @raylmoura: #changebrazil http://t.co/7nclBiWavT
Not Violence,"E as manifestações não acabam , SE OS POLICIAIS TEM BOMBAS DE EFEITO MORAL , DEVERIAM SER JOGADAS NO CONGRESSO . #VemPraRua #OGiganteAcordou"
Not Violence,RT @youdontare: Brazil's so used to ignoring Espírito Santo that we are literally living The Purge rn and no one will say a word about it o…
VeryHight,"#VcViu? RT@modadagema: Ajuda aí! HONDA CIVIC PRETO roubado quarta, ainda sem qq info. Não tenho seguro! :(https://twitter.com/modadagema/status/663018703831883776/photo/1pic.twitter.com/Q6sW0uwG5y"
Not Violence,#VemPraRua ' Hje fuii pra rua ' \o/ #CachoeiraTemQueMudar ' http://t.co/OhFW9EI3wN
Not Violence,"RT @arthurprattt: Que Deus proteja o estado do Espírito Santo, tá tenso p caralho por aqui!!"
Not Violence,@brendis_ferro Boa tarde. Onde s\u00e3o os tiros?
Not Violence,Quando a zona sul tenta embrasar o resultado é desastroso https://t.co/GvZrYx8F9F
Not Violence,RT @benebarbosa_mvb: As duas lições do Espírito Santo:1) O desarmamento não deixou ninguém mais seguro..2) O Batman não existe.
Not Violence,RT @Lana_Rhodes: Esses manifestantes da Barra da Tijuca nao me representam!!! #vandalismonao #doiemtodosnos #mudabrasil http://t.co/mfFCaFU…
High,RT @LeiSecaRJ: RT @GmaiAntny: Muitos tiros Mario Viana Santa Rosa Niteroi Atenção no local 11:20
Not Violence,"@luhsouza_ Ainda n\u00e3o temos informa\u00e7\u00f5es mais espec\u00edficas, Lu\u00edsa."
Not Violence,"RT @AlexandreSEP: Soldados do exército nas ruas de Vila Velha, Espírito Santo, agora a noite. #ESpedesocorro #GuaparariPedeSocorro https://…"
VeryHight,"Confira a lista dos 10 criminosos mais procurados da Serra, ES https://t.co/qaWTf0jnAN"
High,"RT @walterrv67 Muitos fogos e tiros na Mangueira, mas o ano novo foi semana passada!!"
Not Violence,Brazilian football players in support of the protests: http://t.co/8VGDz6Ma0T #Brazil #ChangeBrazil
Not Violence,"Indigada com o Sr. Renan ""Cara-de-Pau"" Calheiros. O exemplo de corrupção no poder, defendendo corrupção como crime hediondo? #MudaBrasil"
Not Violence,vi uns videos de espirito santo e meu deus do céu foi a coisa mais horrível que já vi
Not Violence,RT @Ah_freitas: Muito ruim ver que a Rocinha não é a mesma de antes!!!
Not Violence,RT @LucasRanngel: Vei o Espirito Santo ta com essa onda de violência e se não tivesse internet a gente nunca ia saber! É um absurdo mesmo!
VeryHight,RT @marzio_sabino: Intenso tiroteio no salgueiro em São Gonçalo. Motorista da linha ABC foi baleado na boca. Ônibus não estão circulando.
VeryHight,"~Lindo!~ ""@RdGaucha: Um grupo depreda as bicicletas de aluguel no Largo Zumbi dos Palmares em Porto Alegre #protesto"""
Not Violence,RT @JenyCantarela: Vc percebe que a coisa esta realmente seria quando vc vê que o Espirito Santo esta nos trends do tt
VeryHight,Polícia já está no local RT @GuaraAlmeida: Atenção na Rodovia Presidente Dutra sentido Rj na altura. Do posto 13 acabou de ter um arrastão.
VeryHight,Polícia prende dupla com pistola na zona Sul https://t.co/9jwfEGLYwi
Not Violence,"RT @FeCastanhari: É triste ver a imprensa INTERNACIONAL fazendo uma cobertura melhor do que a nossa, a respeito do que está acontecendo em…"
VeryHight,"Putz, o bikepoa não! @RdGaucha Um grupo depreda as bicicletas de aluguel no Largo Zumbi dos Palmares em Porto Alegre #protesto"
Not Violence,RT @blourenco26: Só da Rocinha no jornal.. mídia toda em cima ����
Not Violence,Tá tendo manifestação aqui meu! To ouvindo o povo gritar #VemPraRua com uns apitos!
Not Violence,Aécio não quer plebscito para n desviar o foco. Olha os lobistas se unindo! anotaram os nomes? #Plebiscitoja #MPL
Not Violence,alguém me da um desses meu deuseu imploroeu subo toda favela da rocinha de joelhos pra ter um Switch https://t.co/Src7nlehtr
VeryHight,#TENTATIVA_DE_ASSALTO #POLICIAL_BALEADO #REALENGO Boa noite tentativa de assalto agora em Realengo rua Silva... http://fb.me/66ZmSMnBV
Not Violence,"Rock In Rio é o caralho , só mas o Baile da Rocinha kk����"
VeryHight,RT @Cecillia: Rocinha segue em pânico. Moradores falam em toque de recolher a partir das 19h. É muita morte. É muita omissão do @GovRJ
High,RT @LeiSecaRJ: RT @luisvasboemios: Assalto nesse instante na Francisco Bicalho esquina com a rua Pedro ll...kd policiamento?
VeryHight,Carro roubado a duas horas atrás no viaduto da Av.Brasil para entrar no Hospital Albert @LeiSecaRJ @AlertaAssaltoRJ
Not Violence,RT @gloriafperez: Não dá pra entender o silencio em torno do q está acontecendo na Rocinha! Bandidos barbarizando e ngm diz nada!
Not Violence,RT @caetanoveloso: Atenção: compartilhem pfv!Por um ECAD mais transparente! #acordabrasil #oECADnãomerepresenta… http://t.co/RKNCYVVxFx
VeryHight,"RT @MonaDorf: Em pleno Rock in Rio, a Rocinha está pegando fogo! Tiroteio começou seis horas da manhã. Brazil!"
High,RT @alexcerqueira13: tiroteio agora na favela do Jordão na taquara. Muito tiro!!! Bom dia!
Not Violence,"RT @LeiSecaRJ: RT @afogao: geral fora do carro na linha vermelha, altura de Benfica, sentido Ilha"
Not Violence,"Com isso tudo acontecendo, só peço que orem pelo Espírito Santo. ��❤"
VeryHight,\u26a1\ufe0f \u201cTiroteios amea\u00e7am futuro da educa\u00e7\u00e3o na cidade do Rio\u201d \n\nhttps://t.co/hcHJlvMIqZ
Not Violence,"RT @ptadeu_pt: A imprensa está escondendo: Paulo Hartung, o governador responsável pela tragédia do Espírito Santo, apoiou seu amigão e cup…"
Not Violence,"Nuno Espírito Santo: ""A preparação da equipa foi boa. Estamos inegavelmente num bom momento e queremos demonstrá-lo… https://t.co/TTHZd5sAGE"
VeryHight,"ALERJ sitiada, bombas, balas de borracha e gás pimenta para todos os lados."
Not Violence,"RT @iadias: @jarjettomyys @Rio_News Dilma, te desafio a passar um mês com o meu salário de professora! #changebrazil #mudandoobrasil #SemVi…"
Not Violence,"só hj eu fui pra zona sul com a bia pega o alex, dps fui pra feira na casa verde, dps fui pra casa da thalyta cm o rodrigo e a ester"
Not Violence,"RT @OperacoesRio: #CENTRO - Manifestação interdita a Rua Primeiro de Março, altura da Alerj. Desvio: Av. Almirante Barroso. #alert"
VeryHight,"RT Ataques a tiros foram registrados na Zona Sul da cidade. Uma mulher, de 48 anos, que não tinha envolvimento com o tráfico de drogas, mo…"
Not Violence,"Só por que vou pra Espírito Santo, tá essa guerra"
VeryHight,RT @bandnewsfmrio: Tiroteio na Cidade de Deus fecha ruas importantes na região. #SeuCaminho #Polícia #BandNewsFM
VeryHight,RT @LeiSecaRJ: RT @alexhemprj: Moto do amigo fori roubada em SG @NiteroiRadar @SGO24hrs @SGOurgente
Not Violence,"estou gamado em voce, oq eu faço? — sai do ask e #vemprarua asdkaslkdlasd ta http://t.co/3u5La09ZMs"
Not Violence,RT @mariaedrda: espírito santo tá assim https://t.co/1cPKjjyN4W
Not Violence,RT @victoribeiro: #drinks #magic #funny #vemprarua #umfilhoseunaofogealuta #velozesefuriosos #VAIJATOBA https://t.co/fqa55j7o87
Not Violence,"@jssnayara Huhusdhushds rapaz, faz 30049 anos que não vou na zona sul, a gente só se topa nas baladas e quando cê ta casda nem saí de casa"
VeryHight,RT @Viniciu2Santos: @PMERJ Assaltos constantes a comércio e pedestres em vista alegre na av.Meriti 3.843 cada dia pior..SOCORRO
Not Violence,RT @Priscil17961193: @emillyaraujoof Eu aqui Zona Sul de SP #PJB2017 #JovemDoAno #PJBEmillyAraujo ❤️
Not Violence,Não tem nada melhor que ver seu irmão recebendo o Espírito Santo ����
VeryHight,Um grupo depreda as bicicletas de aluguel no Largo Zumbi dos Palmares em Porto Alegre #protesto
Not Violence,"RT @ihamma: #SouContraPEC37 - ANOTEM: LOURIVAL MENDES - PTdoB-MA defende a #PEC37. Ele é o autor, não é?#PerdeuPlayboy! Vaias p/ele! uuuuuu…"
